id,sender_id,chat_id,content,created_at,date
354,7,group-project,Can you review my PR?,2026-07-14 12:59:00,2026-07-14
355,2,group-design,Can you review my PR?,2026-07-14 09:52:00,2026-07-14
356,3,group-project,"Okay, sounds good.",2026-07-14 10:47:00,2026-07-14
357,4,dm-general,"Sure, I'll complete it today.",2026-07-14 20:30:00,2026-07-14
358,6,group-design,"Yep, see you then.",2026-07-14 12:41:00,2026-07-14
359,9,dm-general,"I'm good, working on the messenger project.",2026-07-14 11:50:00,2026-07-14
360,4,group-design,Hey! How are you?,2026-07-14 20:40:00,2026-07-14
361,10,group-project,"Okay, sounds good.",2026-07-14 20:38:00,2026-07-14
362,3,group-design,Great! Don't forget to add file sharing feature.,2026-07-14 12:21:00,2026-07-14
363,6,group-project,Can you review my PR?,2026-07-14 18:51:00,2026-07-14
364,3,group-project,Meeting at 5?,2026-07-14 13:20:00,2026-07-14
365,4,group-project,No problem 👍,2026-07-14 08:23:00,2026-07-14
366,7,group-design,"Okay, sounds good.",2026-07-14 11:32:00,2026-07-14
367,5,group-project,"Sounds good, checking now.",2026-07-14 16:12:00,2026-07-14
368,8,group-design,"I'm good, working on the messenger project.",2026-07-14 08:01:00,2026-07-14
369,10,group-design,"Yep, see you then.",2026-07-14 12:09:00,2026-07-14
370,1,group-design,Great! Don't forget to add file sharing feature.,2026-07-14 18:07:00,2026-07-14
371,8,dm-general,Let's connect later.,2026-07-14 12:56:00,2026-07-14
372,1,dm-general,"Sounds good, checking now.",2026-07-14 14:29:00,2026-07-14
373,7,group-design,"Okay, sounds good.",2026-07-14 12:09:00,2026-07-14
374,8,group-project,Can you review my PR?,2026-07-14 17:52:00,2026-07-14
375,10,group-design,"Sure, I'll complete it today.",2026-07-14 16:10:00,2026-07-14
376,8,group-project,"I'm good, working on the messenger project.",2026-07-15 14:08:00,2026-07-15
377,9,group-design,No problem 👍,2026-07-15 12:19:00,2026-07-15
378,2,group-design,Meeting at 5?,2026-07-15 18:46:00,2026-07-15
379,5,dm-general,Hey! How are you?,2026-07-15 09:38:00,2026-07-15
380,8,dm-general,Can you review my PR?,2026-07-15 17:23:00,2026-07-15
381,9,group-design,"Yep, see you then.",2026-07-15 18:25:00,2026-07-15
382,5,dm-general,Great! Don't forget to add file sharing feature.,2026-07-15 10:56:00,2026-07-15
383,5,dm-general,Meeting at 5?,2026-07-15 15:22:00,2026-07-15
384,8,group-project,No problem 👍,2026-07-15 21:57:00,2026-07-15
385,5,group-project,Meeting at 5?,2026-07-15 22:36:00,2026-07-15
386,1,dm-general,Can you review my PR?,2026-07-15 07:43:00,2026-07-15
387,3,dm-general,Great! Don't forget to add file sharing feature.,2026-07-15 11:31:00,2026-07-15
388,1,group-design,Great! Don't forget to add file sharing feature.,2026-07-15 07:13:00,2026-07-15
389,2,dm-general,"Okay, sounds good.",2026-07-15 15:24:00,2026-07-15
390,2,group-project,No problem 👍,2026-07-15 17:55:00,2026-07-15
391,6,group-design,"Yep, see you then.",2026-07-15 22:31:00,2026-07-15
392,4,dm-general,"Okay, sounds good.",2026-07-15 18:14:00,2026-07-15
393,8,group-project,Thanks for the update!,2026-07-15 22:38:00,2026-07-15
394,7,group-design,Great! Don't forget to add file sharing feature.,2026-07-15 10:09:00,2026-07-15
395,10,group-project,"Okay, sounds good.",2026-07-15 10:03:00,2026-07-15
396,3,group-design,"Yep, see you then.",2026-07-15 12:55:00,2026-07-15
397,2,group-project,"Yep, see you then.",2026-07-15 12:39:00,2026-07-15
398,3,group-project,No problem 👍,2026-07-15 11:35:00,2026-07-15
399,10,dm-general,"Sounds good, checking now.",2026-07-15 15:10:00,2026-07-15
400,10,group-project,Hey! How are you?,2026-07-15 18:20:00,2026-07-15
401,2,dm-general,"Sure, I'll complete it today.",2026-07-15 13:22:00,2026-07-15
402,5,group-project,"Okay, sounds good.",2026-07-15 09:12:00,2026-07-15
403,10,dm-general,"Okay, sounds good.",2026-07-15 20:44:00,2026-07-15
404,7,dm-general,"Okay, sounds good.",2026-07-15 17:43:00,2026-07-15
405,4,dm-general,Meeting at 5?,2026-07-15 12:07:00,2026-07-15
406,9,dm-general,"I'm good, working on the messenger project.",2026-07-16 09:18:00,2026-07-16
407,8,group-project,Can you review my PR?,2026-07-16 14:40:00,2026-07-16
408,6,group-design,Great! Don't forget to add file sharing feature.,2026-07-16 18:23:00,2026-07-16
409,5,group-design,"Sure, I'll complete it today.",2026-07-16 17:57:00,2026-07-16
410,8,dm-general,Great! Don't forget to add file sharing feature.,2026-07-16 10:08:00,2026-07-16
411,1,group-design,"Sounds good, checking now.",2026-07-16 21:23:00,2026-07-16
412,2,dm-general,Thanks for the update!,2026-07-16 14:53:00,2026-07-16
413,10,group-design,"Okay, sounds good.",2026-07-16 16:53:00,2026-07-16
414,10,group-project,"Yep, see you then.",2026-07-16 13:00:00,2026-07-16
415,7,dm-general,"Sounds good, checking now.",2026-07-16 21:53:00,2026-07-16
416,10,group-design,Let's connect later.,2026-07-16 14:08:00,2026-07-16
417,5,group-project,"Sounds good, checking now.",2026-07-16 07:56:00,2026-07-16
418,4,group-project,"I'm good, working on the messenger project.",2026-07-16 21:32:00,2026-07-16
419,9,group-design,Can you review my PR?,2026-07-16 09:03:00,2026-07-16
420,6,group-design,Thanks for the update!,2026-07-16 08:05:00,2026-07-16
421,6,dm-general,"Sure, I'll complete it today.",2026-07-16 15:49:00,2026-07-16
422,8,group-project,Meeting at 5?,2026-07-16 13:39:00,2026-07-16
423,1,group-design,Great! Don't forget to add file sharing feature.,2026-07-16 07:30:00,2026-07-16
424,5,group-project,"Sounds good, checking now.",2026-07-16 13:41:00,2026-07-16
425,8,group-design,"Sounds good, checking now.",2026-07-16 09:57:00,2026-07-16
426,8,group-project,Hey! How are you?,2026-07-16 10:11:00,2026-07-16
427,2,dm-general,"Sounds good, checking now.",2026-07-16 16:08:00,2026-07-16
428,5,dm-general,Can you review my PR?,2026-07-16 17:11:00,2026-07-16
429,8,dm-general,Hey! How are you?,2026-07-16 16:08:00,2026-07-16
430,5,group-project,Great! Don't forget to add file sharing feature.,2026-07-16 14:19:00,2026-07-16
431,10,dm-general,"Yep, see you then.",2026-07-16 14:50:00,2026-07-16
432,1,dm-general,Can you review my PR?,2026-07-16 08:28:00,2026-07-16
433,10,group-design,Thanks for the update!,2026-07-16 11:33:00,2026-07-16
434,8,dm-general,Thanks for the update!,2026-07-16 19:14:00,2026-07-16
435,5,group-design,Let's connect later.,2026-07-16 14:09:00,2026-07-16
436,9,dm-general,"Yep, see you then.",2026-07-16 21:36:00,2026-07-16
437,2,group-design,Can you review my PR?,2026-07-16 12:09:00,2026-07-16
438,7,group-project,No problem 👍,2026-07-17 16:14:00,2026-07-17
439,4,dm-general,Meeting at 5?,2026-07-17 11:23:00,2026-07-17
440,2,group-design,"Yep, see you then.",2026-07-17 19:59:00,2026-07-17
441,3,group-project,Let's connect later.,2026-07-17 12:21:00,2026-07-17
442,7,dm-general,Meeting at 5?,2026-07-17 11:24:00,2026-07-17
443,10,group-project,"Okay, sounds good.",2026-07-17 22:28:00,2026-07-17
444,3,group-project,Thanks for the update!,2026-07-17 21:12:00,2026-07-17
445,10,group-project,Thanks for the update!,2026-07-17 16:22:00,2026-07-17
446,10,group-design,"Sure, I'll complete it today.",2026-07-17 12:44:00,2026-07-17
447,2,dm-general,Can you review my PR?,2026-07-17 09:52:00,2026-07-17
448,7,group-design,"Okay, sounds good.",2026-07-17 14:07:00,2026-07-17
449,8,group-design,"Okay, sounds good.",2026-07-17 17:07:00,2026-07-17
450,7,dm-general,Thanks for the update!,2026-07-17 19:12:00,2026-07-17
451,2,dm-general,Can you review my PR?,2026-07-17 08:03:00,2026-07-17
452,9,group-project,Let's connect later.,2026-07-17 13:31:00,2026-07-17
453,9,dm-general,"Sounds good, checking now.",2026-07-17 15:54:00,2026-07-17
454,5,dm-general,Great! Don't forget to add file sharing feature.,2026-07-17 13:48:00,2026-07-17
455,6,dm-general,Great! Don't forget to add file sharing feature.,2026-07-17 07:42:00,2026-07-17
456,1,group-design,Thanks for the update!,2026-07-17 22:58:00,2026-07-17
457,8,group-project,Great! Don't forget to add file sharing feature.,2026-07-17 10:02:00,2026-07-17
458,10,group-design,"Yep, see you then.",2026-07-17 19:03:00,2026-07-17
459,9,group-design,Meeting at 5?,2026-07-17 17:04:00,2026-07-17
460,5,group-design,"Okay, sounds good.",2026-07-17 21:34:00,2026-07-17
461,2,group-design,Can you review my PR?,2026-07-17 07:58:00,2026-07-17
462,9,group-project,Hey! How are you?,2026-07-17 09:18:00,2026-07-17
463,1,group-project,"Sure, I'll complete it today.",2026-07-17 11:41:00,2026-07-17
464,5,group-project,"Okay, sounds good.",2026-07-17 13:55:00,2026-07-17
465,4,dm-general,Let's connect later.,2026-07-17 10:38:00,2026-07-17
466,4,group-project,Meeting at 5?,2026-07-17 19:23:00,2026-07-17
467,4,dm-general,Let's connect later.,2026-07-17 16:35:00,2026-07-17
468,8,dm-general,Can you review my PR?,2026-07-17 20:44:00,2026-07-17
469,10,group-design,"Sounds good, checking now.",2026-07-17 19:38:00,2026-07-17
470,10,dm-general,Let's connect later.,2026-07-17 15:06:00,2026-07-17
471,7,dm-general,"Sounds good, checking now.",2026-07-17 08:50:00,2026-07-17
472,2,group-design,Meeting at 5?,2026-07-17 17:02:00,2026-07-17
473,6,group-project,"Yep, see you then.",2026-07-17 16:35:00,2026-07-17
474,10,group-project,Meeting at 5?,2026-07-17 13:00:00,2026-07-17
475,7,group-design,Hey! How are you?,2026-07-17 12:11:00,2026-07-17
476,6,dm-general,Great! Don't forget to add file sharing feature.,2026-07-17 07:39:00,2026-07-17
477,4,group-design,"Sure, I'll complete it today.",2026-07-17 11:30:00,2026-07-17
478,9,group-design,"I'm good, working on the messenger project.",2026-07-17 12:47:00,2026-07-17
479,8,group-project,No problem 👍,2026-07-17 22:25:00,2026-07-17
480,1,group-design,Meeting at 5?,2026-07-18 15:11:00,2026-07-18
481,10,dm-general,"Yep, see you then.",2026-07-18 21:35:00,2026-07-18
482,4,group-design,"Okay, sounds good.",2026-07-18 07:40:00,2026-07-18
483,1,group-project,"Okay, sounds good.",2026-07-18 15:48:00,2026-07-18
484,3,group-design,Meeting at 5?,2026-07-18 12:48:00,2026-07-18
485,3,dm-general,No problem 👍,2026-07-18 07:50:00,2026-07-18
486,9,group-project,Let's connect later.,2026-07-18 17:26:00,2026-07-18
487,3,group-project,"Okay, sounds good.",2026-07-18 08:35:00,2026-07-18
488,6,group-design,Let's connect later.,2026-07-18 08:00:00,2026-07-18
489,6,group-design,"Sounds good, checking now.",2026-07-18 19:32:00,2026-07-18
490,3,group-design,Great! Don't forget to add file sharing feature.,2026-07-18 19:29:00,2026-07-18
491,4,group-design,Great! Don't forget to add file sharing feature.,2026-07-18 17:25:00,2026-07-18
492,4,group-project,Thanks for the update!,2026-07-18 17:53:00,2026-07-18
493,6,group-project,"Yep, see you then.",2026-07-18 07:47:00,2026-07-18
494,8,group-design,Can you review my PR?,2026-07-18 13:31:00,2026-07-18
495,2,group-project,Thanks for the update!,2026-07-18 14:55:00,2026-07-18
496,5,group-project,Hey! How are you?,2026-07-18 20:43:00,2026-07-18
497,7,dm-general,Let's connect later.,2026-07-18 21:08:00,2026-07-18
498,10,group-design,Meeting at 5?,2026-07-18 20:18:00,2026-07-18
499,4,dm-general,Thanks for the update!,2026-07-18 22:23:00,2026-07-18
500,9,group-project,Hey! How are you?,2026-07-18 13:59:00,2026-07-18
501,6,dm-general,"Sounds good, checking now.",2026-07-18 13:41:00,2026-07-18
502,5,dm-general,Hey! How are you?,2026-07-18 08:03:00,2026-07-18
503,4,dm-general,Meeting at 5?,2026-07-18 17:18:00,2026-07-18
504,1,group-project,Thanks for the update!,2026-07-18 08:44:00,2026-07-18
505,1,group-project,"Sounds good, checking now.",2026-07-18 07:37:00,2026-07-18
506,2,group-project,Great! Don't forget to add file sharing feature.,2026-07-18 13:34:00,2026-07-18
507,3,dm-general,Let's connect later.,2026-07-18 19:17:00,2026-07-18
508,6,group-project,Can you review my PR?,2026-07-19 12:48:00,2026-07-19
509,5,group-design,Meeting at 5?,2026-07-19 22:23:00,2026-07-19
510,1,group-project,Let's connect later.,2026-07-19 19:04:00,2026-07-19
511,1,group-design,No problem 👍,2026-07-19 22:55:00,2026-07-19
512,5,dm-general,Can you review my PR?,2026-07-19 13:27:00,2026-07-19
513,10,group-design,Can you review my PR?,2026-07-19 13:17:00,2026-07-19
514,2,group-design,"Sounds good, checking now.",2026-07-19 12:48:00,2026-07-19
515,3,group-design,"Okay, sounds good.",2026-07-19 12:47:00,2026-07-19
516,10,dm-general,"Sounds good, checking now.",2026-07-19 17:02:00,2026-07-19
517,3,dm-general,"Sure, I'll complete it today.",2026-07-19 11:56:00,2026-07-19
518,7,group-design,Thanks for the update!,2026-07-19 09:03:00,2026-07-19
519,10,group-project,"Sounds good, checking now.",2026-07-19 15:19:00,2026-07-19
520,2,group-project,Thanks for the update!,2026-07-19 08:51:00,2026-07-19
521,5,group-design,"Sounds good, checking now.",2026-07-19 19:18:00,2026-07-19
522,1,dm-general,"Sure, I'll complete it today.",2026-07-19 11:24:00,2026-07-19
523,7,group-project,No problem 👍,2026-07-19 20:58:00,2026-07-19
524,3,dm-general,Hey! How are you?,2026-07-19 08:50:00,2026-07-19
525,1,group-design,"Sounds good, checking now.",2026-07-19 13:36:00,2026-07-19
526,1,dm-general,Hey! How are you?,2026-07-19 22:44:00,2026-07-19
527,9,group-project,Can you review my PR?,2026-07-20 15:07:00,2026-07-20
528,7,group-design,"Sure, I'll complete it today.",2026-07-20 22:18:00,2026-07-20
529,9,group-design,Meeting at 5?,2026-07-20 15:38:00,2026-07-20
530,10,group-design,Hey! How are you?,2026-07-20 13:15:00,2026-07-20
531,10,group-design,Let's connect later.,2026-07-20 15:26:00,2026-07-20
532,9,group-project,"I'm good, working on the messenger project.",2026-07-20 22:11:00,2026-07-20
533,1,group-design,"Okay, sounds good.",2026-07-20 14:08:00,2026-07-20
534,3,group-project,No problem 👍,2026-07-20 09:59:00,2026-07-20
535,7,group-design,Let's connect later.,2026-07-20 22:59:00,2026-07-20
536,2,group-design,"Okay, sounds good.",2026-07-20 08:38:00,2026-07-20
537,9,group-design,"Okay, sounds good.",2026-07-20 20:34:00,2026-07-20
538,1,group-design,Thanks for the update!,2026-07-20 17:40:00,2026-07-20
539,3,group-project,Let's connect later.,2026-07-20 13:22:00,2026-07-20
540,9,group-project,Meeting at 5?,2026-07-20 20:29:00,2026-07-20
541,6,group-design,"I'm good, working on the messenger project.",2026-07-20 22:00:00,2026-07-20
542,6,group-project,Meeting at 5?,2026-07-20 21:51:00,2026-07-20
543,9,dm-general,Hey! How are you?,2026-07-20 08:59:00,2026-07-20
544,2,dm-general,Can you review my PR?,2026-07-20 12:17:00,2026-07-20
545,7,group-design,Thanks for the update!,2026-07-20 09:18:00,2026-07-20
546,8,group-project,Thanks for the update!,2026-07-20 22:45:00,2026-07-20
547,10,group-project,No problem 👍,2026-07-20 07:16:00,2026-07-20
548,2,group-project,Meeting at 5?,2026-07-20 17:44:00,2026-07-20
549,10,group-design,Hey! How are you?,2026-07-20 11:31:00,2026-07-20
550,1,group-project,Meeting at 5?,2026-07-20 15:34:00,2026-07-20
551,1,group-project,Can you review my PR?,2026-07-20 15:49:00,2026-07-20
552,5,group-project,No problem 👍,2026-07-20 15:38:00,2026-07-20
553,7,group-project,"Sure, I'll complete it today.",2026-07-20 21:46:00,2026-07-20
554,6,group-design,"Okay, sounds good.",2026-07-20 19:15:00,2026-07-20
555,10,dm-general,No problem 👍,2026-07-20 14:52:00,2026-07-20
556,3,group-design,Meeting at 5?,2026-07-20 11:38:00,2026-07-20
557,4,group-project,"Okay, sounds good.",2026-07-20 12:47:00,2026-07-20
558,3,dm-general,"Sounds good, checking now.",2026-07-20 13:35:00,2026-07-20
559,2,dm-general,Can you review my PR?,2026-07-20 11:57:00,2026-07-20
560,8,group-project,"Okay, sounds good.",2026-07-20 22:32:00,2026-07-20
561,10,group-project,Great! Don't forget to add file sharing feature.,2026-07-20 18:34:00,2026-07-20
562,7,group-design,Hey! How are you?,2026-07-20 07:08:00,2026-07-20
563,5,group-design,"Yep, see you then.",2026-07-20 14:20:00,2026-07-20
564,9,dm-general,"Sounds good, checking now.",2026-07-20 10:31:00,2026-07-20
565,4,dm-general,Can you review my PR?,2026-07-20 21:55:00,2026-07-20
566,5,dm-general,Can you review my PR?,2026-07-20 21:46:00,2026-07-20
567,1,group-project,No problem 👍,2026-07-20 19:03:00,2026-07-20
568,1,group-project,Hey! How are you?,2026-07-20 10:23:00,2026-07-20
569,9,dm-general,Let's connect later.,2026-07-20 07:05:00,2026-07-20
570,6,group-design,Can you review my PR?,2026-07-20 12:57:00,2026-07-20
571,9,group-design,"Yep, see you then.",2026-07-21 15:05:00,2026-07-21
572,5,group-design,"I'm good, working on the messenger project.",2026-07-21 17:01:00,2026-07-21
573,8,group-design,Great! Don't forget to add file sharing feature.,2026-07-21 14:17:00,2026-07-21
574,2,dm-general,Hey! How are you?,2026-07-21 15:10:00,2026-07-21
575,10,group-project,Great! Don't forget to add file sharing feature.,2026-07-21 07:36:00,2026-07-21
576,3,group-design,"Sure, I'll complete it today.",2026-07-21 10:43:00,2026-07-21
577,4,group-project,"I'm good, working on the messenger project.",2026-07-21 22:03:00,2026-07-21
578,7,group-project,Great! Don't forget to add file sharing feature.,2026-07-21 21:43:00,2026-07-21
579,6,group-project,"Okay, sounds good.",2026-07-21 20:07:00,2026-07-21
580,10,group-project,"Sounds good, checking now.",2026-07-21 17:44:00,2026-07-21
581,2,group-project,"Sure, I'll complete it today.",2026-07-21 07:53:00,2026-07-21
582,3,group-design,Thanks for the update!,2026-07-21 16:30:00,2026-07-21
583,10,group-design,Hey! How are you?,2026-07-21 20:07:00,2026-07-21
584,7,dm-general,"Yep, see you then.",2026-07-21 07:54:00,2026-07-21
585,7,group-design,No problem 👍,2026-07-21 10:03:00,2026-07-21
586,6,dm-general,"I'm good, working on the messenger project.",2026-07-21 13:58:00,2026-07-21
587,7,dm-general,Can you review my PR?,2026-07-21 09:48:00,2026-07-21
588,8,dm-general,"I'm good, working on the messenger project.",2026-07-21 15:09:00,2026-07-21
589,1,dm-general,Hey! How are you?,2026-07-21 14:06:00,2026-07-21
590,2,group-project,"Sure, I'll complete it today.",2026-07-21 07:16:00,2026-07-21
591,1,group-design,"Sounds good, checking now.",2026-07-21 07:42:00,2026-07-21
592,4,group-design,Great! Don't forget to add file sharing feature.,2026-07-21 18:08:00,2026-07-21
593,5,group-project,Can you review my PR?,2026-07-21 08:18:00,2026-07-21
594,8,dm-general,"Okay, sounds good.",2026-07-21 12:22:00,2026-07-21
595,2,group-design,Meeting at 5?,2026-07-21 07:56:00,2026-07-21
596,5,dm-general,No problem 👍,2026-07-21 11:15:00,2026-07-21
597,1,group-design,"Yep, see you then.",2026-07-21 10:32:00,2026-07-21
598,10,dm-general,"I'm good, working on the messenger project.",2026-07-21 22:57:00,2026-07-21
599,1,dm-general,Hey! How are you?,2026-07-21 13:34:00,2026-07-21
600,5,group-design,Hey! How are you?,2026-07-21 19:36:00,2026-07-21
601,3,group-project,"I'm good, working on the messenger project.",2026-07-21 21:37:00,2026-07-21
602,10,group-design,Meeting at 5?,2026-07-21 07:28:00,2026-07-21
603,9,group-project,"I'm good, working on the messenger project.",2026-07-21 08:40:00,2026-07-21
604,10,group-design,Meeting at 5?,2026-07-21 19:28:00,2026-07-21
605,9,group-project,"Okay, sounds good.",2026-07-21 09:38:00,2026-07-21
606,3,group-project,Great! Don't forget to add file sharing feature.,2026-07-21 13:23:00,2026-07-21
607,1,group-project,"Okay, sounds good.",2026-07-21 11:25:00,2026-07-21
608,7,dm-general,"Sure, I'll complete it today.",2026-07-21 11:03:00,2026-07-21
609,2,group-project,"I'm good, working on the messenger project.",2026-07-21 18:45:00,2026-07-21
610,9,group-project,"I'm good, working on the messenger project.",2026-07-21 17:30:00,2026-07-21
611,4,group-design,"Sure, I'll complete it today.",2026-07-22 22:53:00,2026-07-22
612,4,dm-general,Thanks for the update!,2026-07-22 07:44:00,2026-07-22
613,5,dm-general,"I'm good, working on the messenger project.",2026-07-22 18:10:00,2026-07-22
614,10,dm-general,No problem 👍,2026-07-22 22:26:00,2026-07-22
615,2,dm-general,Thanks for the update!,2026-07-22 09:47:00,2026-07-22
616,7,group-design,Let's connect later.,2026-07-22 07:50:00,2026-07-22
617,3,group-design,Meeting at 5?,2026-07-22 07:37:00,2026-07-22
618,2,group-design,Meeting at 5?,2026-07-22 15:26:00,2026-07-22
619,1,group-project,"I'm good, working on the messenger project.",2026-07-22 12:45:00,2026-07-22
620,1,group-project,"Sounds good, checking now.",2026-07-22 13:24:00,2026-07-22
621,4,dm-general,"I'm good, working on the messenger project.",2026-07-22 08:36:00,2026-07-22
622,7,group-project,Can you review my PR?,2026-07-22 10:05:00,2026-07-22
623,7,group-project,"I'm good, working on the messenger project.",2026-07-22 16:39:00,2026-07-22
624,4,group-design,Great! Don't forget to add file sharing feature.,2026-07-22 19:11:00,2026-07-22
625,1,dm-general,Meeting at 5?,2026-07-22 07:52:00,2026-07-22
626,5,group-project,"Okay, sounds good.",2026-07-22 21:30:00,2026-07-22
627,3,group-design,Great! Don't forget to add file sharing feature.,2026-07-22 22:32:00,2026-07-22
628,9,group-design,Let's connect later.,2026-07-22 22:58:00,2026-07-22
629,8,group-design,Thanks for the update!,2026-07-22 21:49:00,2026-07-22
630,5,dm-general,"Sounds good, checking now.",2026-07-22 20:29:00,2026-07-22
631,3,dm-general,Meeting at 5?,2026-07-22 13:32:00,2026-07-22
632,8,group-project,Meeting at 5?,2026-07-22 15:43:00,2026-07-22
633,3,group-project,Can you review my PR?,2026-07-22 22:30:00,2026-07-22
634,1,dm-general,Let's connect later.,2026-07-22 11:50:00,2026-07-22
635,8,group-design,Hey! How are you?,2026-07-22 19:54:00,2026-07-22
636,3,group-design,Great! Don't forget to add file sharing feature.,2026-07-22 18:40:00,2026-07-22
637,7,group-design,Great! Don't forget to add file sharing feature.,2026-07-22 10:04:00,2026-07-22
638,6,dm-general,Hey! How are you?,2026-07-22 11:31:00,2026-07-22
639,9,group-design,Great! Don't forget to add file sharing feature.,2026-07-22 18:32:00,2026-07-22
640,5,dm-general,Let's connect later.,2026-07-22 21:39:00,2026-07-22
641,1,group-design,Let's connect later.,2026-07-22 18:49:00,2026-07-22
642,9,group-design,"Okay, sounds good.",2026-07-22 10:36:00,2026-07-22
643,1,dm-general,No problem 👍,2026-07-22 16:05:00,2026-07-22
644,9,group-project,"I'm good, working on the messenger project.",2026-07-22 11:25:00,2026-07-22
645,1,dm-general,"Yep, see you then.",2026-07-22 09:01:00,2026-07-22
646,6,group-project,No problem 👍,2026-07-22 18:27:00,2026-07-22
647,1,group-project,"Sounds good, checking now.",2026-07-22 22:52:00,2026-07-22
648,3,dm-general,"Yep, see you then.",2026-07-22 21:30:00,2026-07-22
649,8,dm-general,Can you review my PR?,2026-07-22 10:36:00,2026-07-22
650,5,dm-general,Hey! How are you?,2026-07-23 22:52:00,2026-07-23
651,5,group-design,Thanks for the update!,2026-07-23 08:25:00,2026-07-23
652,6,group-project,Thanks for the update!,2026-07-23 19:17:00,2026-07-23
653,6,dm-general,Let's connect later.,2026-07-23 11:03:00,2026-07-23
654,9,group-project,Great! Don't forget to add file sharing feature.,2026-07-23 17:42:00,2026-07-23
655,7,group-design,Meeting at 5?,2026-07-23 07:38:00,2026-07-23
656,2,group-project,Great! Don't forget to add file sharing feature.,2026-07-23 07:29:00,2026-07-23
657,4,group-design,Let's connect later.,2026-07-23 20:21:00,2026-07-23
658,4,group-project,"Okay, sounds good.",2026-07-23 10:57:00,2026-07-23
659,4,dm-general,"Sure, I'll complete it today.",2026-07-23 16:56:00,2026-07-23
660,3,group-project,Meeting at 5?,2026-07-23 18:51:00,2026-07-23
661,6,group-design,"Sounds good, checking now.",2026-07-23 17:12:00,2026-07-23
662,4,group-project,"Okay, sounds good.",2026-07-23 16:42:00,2026-07-23
663,2,group-design,"I'm good, working on the messenger project.",2026-07-23 19:49:00,2026-07-23
664,7,group-project,"I'm good, working on the messenger project.",2026-07-23 18:29:00,2026-07-23
665,9,group-project,"I'm good, working on the messenger project.",2026-07-23 22:57:00,2026-07-23
666,7,group-design,Hey! How are you?,2026-07-23 22:09:00,2026-07-23
667,7,group-project,"Okay, sounds good.",2026-07-23 20:38:00,2026-07-23
668,3,group-project,Great! Don't forget to add file sharing feature.,2026-07-23 14:11:00,2026-07-23
669,8,group-project,Meeting at 5?,2026-07-23 18:40:00,2026-07-23
670,2,group-design,"Sounds good, checking now.",2026-07-23 12:26:00,2026-07-23
671,5,group-design,Hey! How are you?,2026-07-23 16:52:00,2026-07-23
672,9,group-design,"Yep, see you then.",2026-07-23 08:32:00,2026-07-23
673,5,group-project,"Yep, see you then.",2026-07-23 09:06:00,2026-07-23
674,4,dm-general,Let's connect later.,2026-07-23 19:13:00,2026-07-23
675,7,dm-general,"Yep, see you then.",2026-07-23 13:39:00,2026-07-23
676,1,group-project,Meeting at 5?,2026-07-23 21:01:00,2026-07-23
677,5,dm-general,"Sure, I'll complete it today.",2026-07-23 20:04:00,2026-07-23
678,4,dm-general,Hey! How are you?,2026-07-23 20:30:00,2026-07-23
679,6,group-project,Thanks for the update!,2026-07-23 13:01:00,2026-07-23
680,2,dm-general,Let's connect later.,2026-07-23 14:22:00,2026-07-23
681,4,group-design,Meeting at 5?,2026-07-23 20:47:00,2026-07-23
682,1,group-design,Hey! How are you?,2026-07-23 21:12:00,2026-07-23
683,8,dm-general,No problem 👍,2026-07-23 13:23:00,2026-07-23
684,10,group-design,No problem 👍,2026-07-23 09:44:00,2026-07-23
685,5,dm-general,Meeting at 5?,2026-07-23 08:50:00,2026-07-23
686,5,group-design,"I'm good, working on the messenger project.",2026-07-23 10:01:00,2026-07-23
687,9,dm-general,No problem 👍,2026-07-23 10:36:00,2026-07-23
688,1,dm-general,No problem 👍,2026-07-23 08:47:00,2026-07-23
689,8,group-design,No problem 👍,2026-07-23 15:27:00,2026-07-23
690,3,group-design,Let's connect later.,2026-07-23 16:42:00,2026-07-23
691,4,group-project,Great! Don't forget to add file sharing feature.,2026-07-23 19:13:00,2026-07-23
692,6,group-design,No problem 👍,2026-07-23 19:29:00,2026-07-23
693,4,group-project,"Yep, see you then.",2026-07-23 20:21:00,2026-07-23
694,5,dm-general,"Yep, see you then.",2026-07-23 13:37:00,2026-07-23
695,5,dm-general,"Sounds good, checking now.",2026-07-23 18:58:00,2026-07-23
696,2,dm-general,Great! Don't forget to add file sharing feature.,2026-07-23 10:34:00,2026-07-23
697,9,group-design,No problem 👍,2026-07-23 18:13:00,2026-07-23
698,10,dm-general,Let's connect later.,2026-07-23 15:07:00,2026-07-23
699,8,dm-general,"Sounds good, checking now.",2026-07-24 08:27:00,2026-07-24
700,2,group-project,"Sure, I'll complete it today.",2026-07-24 13:11:00,2026-07-24
701,1,dm-general,"Yep, see you then.",2026-07-24 16:34:00,2026-07-24
702,5,group-design,"Okay, sounds good.",2026-07-24 20:55:00,2026-07-24
703,6,group-design,"Okay, sounds good.",2026-07-24 20:16:00,2026-07-24
704,7,dm-general,"Okay, sounds good.",2026-07-24 08:36:00,2026-07-24
705,5,dm-general,Hey! How are you?,2026-07-24 11:09:00,2026-07-24
706,4,group-project,"Sure, I'll complete it today.",2026-07-24 17:49:00,2026-07-24
707,5,group-project,"Okay, sounds good.",2026-07-24 10:48:00,2026-07-24
708,9,group-design,Let's connect later.,2026-07-24 09:57:00,2026-07-24
709,10,group-design,Can you review my PR?,2026-07-24 14:31:00,2026-07-24
